match_id,season,city,team1,team2,winning_team,player_of_match,venue,runs_scored,wickets
333.0,2020.0,Delhi,Lucknow Super Giants,Kolkata Knight Riders,Lucknow Super Giants,AB de Villiers,M Chinnaswamy Stadium,218.0,1.0
,2010.0,Mumbai,Kolkata Knight Riders,Gujarat Titans,Gujarat Titans,,MA Chidambaram Stadium,,
,2013.0,Ahmedabad,Rajasthan Royals,Sunrisers Hyderabad,Rajasthan Royals,MS Dhoni,,137.0,0.0
336.0,2009.0,Mumbai,Delhi Capitals,Kolkata Knight Riders,Kolkata Knight Riders,Jasprit Bumrah,Eden Gardens,248.0,6.0
,2010.0,,Rajasthan Royals,Lucknow Super Giants,Lucknow Super Giants,Virat Kohli,Eden Gardens,140.0,8.0
338.0,2018.0,Jaipur,Kolkata Knight Riders,,Kolkata Knight Riders,Chris Gayle,Rajiv Gandhi Intl Stadium,,3.0
339.0,2010.0,Jaipur,Mumbai Indians,Kolkata Knight Riders,Mumbai Indians,Hardik Pandya,,134.0,4.0
340.0,2008.0,,Royal Challengers Bangalore,Chennai Super Kings,Royal Challengers Bangalore,Rohit Sharma,,,8.0
341.0,2013.0,Hyderabad,Lucknow Super Giants,Delhi Capitals,Lucknow Super Giants,,Rajiv Gandhi Intl Stadium,150.0,0.0
342.0,2016.0,Chennai,,,,Rashid Khan,Rajiv Gandhi Intl Stadium,139.0,7.0
343.0,2009.0,Ahmedabad,Gujarat Titans,Sunrisers Hyderabad,Gujarat Titans,David Warner,MA Chidambaram Stadium,,1.0
344.0,2024.0,Mumbai,Chennai Super Kings,,Chennai Super Kings,MS Dhoni,MA Chidambaram Stadium,,7.0
345.0,2012.0,Bangalore,Sunrisers Hyderabad,Rajasthan Royals,Sunrisers Hyderabad,Jasprit Bumrah,Narendra Modi Stadium,227.0,3.0
346.0,,Hyderabad,Sunrisers Hyderabad,Kolkata Knight Riders,Kolkata Knight Riders,,,215.0,1.0
347.0,2013.0,Kolkata,Lucknow Super Giants,Mumbai Indians,,KL Rahul,Wankhede Stadium,239.0,4.0
348.0,2010.0,Ahmedabad,,Sunrisers Hyderabad,Delhi Capitals,David Warner,,194.0,9.0
349.0,2022.0,Hyderabad,Delhi Capitals,Kolkata Knight Riders,Kolkata Knight Riders,AB de Villiers,Rajiv Gandhi Intl Stadium,259.0,
350.0,2021.0,Mumbai,Royal Challengers Bangalore,Mumbai Indians,Royal Challengers Bangalore,Jasprit Bumrah,Eden Gardens,122.0,
351.0,2017.0,Chennai,Mumbai Indians,Rajasthan Royals,Mumbai Indians,Jasprit Bumrah,MA Chidambaram Stadium,227.0,7.0
352.0,2016.0,,Mumbai Indians,Royal Challengers Bangalore,Mumbai Indians,AB de Villiers,Narendra Modi Stadium,253.0,6.0
353.0,2010.0,Chennai,Sunrisers Hyderabad,Gujarat Titans,Sunrisers Hyderabad,KL Rahul,Wankhede Stadium,135.0,6.0
354.0,,Delhi,Royal Challengers Bangalore,Kolkata Knight Riders,Kolkata Knight Riders,KL Rahul,Rajiv Gandhi Intl Stadium,203.0,5.0
355.0,2015.0,Chennai,Gujarat Titans,Delhi Capitals,Gujarat Titans,Rohit Sharma,Narendra Modi Stadium,147.0,2.0
356.0,,Ahmedabad,Chennai Super Kings,Royal Challengers Bangalore,Royal Challengers Bangalore,KL Rahul,,257.0,5.0
,2017.0,Ahmedabad,Kolkata Knight Riders,Gujarat Titans,Gujarat Titans,Virat Kohli,Wankhede Stadium,160.0,10.0
358.0,,Hyderabad,Delhi Capitals,Mumbai Indians,Delhi Capitals,Virat Kohli,Rajiv Gandhi Intl Stadium,183.0,5.0
359.0,2017.0,,Rajasthan Royals,Mumbai Indians,Rajasthan Royals,,M Chinnaswamy Stadium,235.0,8.0
360.0,2011.0,,,Kolkata Knight Riders,Lucknow Super Giants,Rohit Sharma,Wankhede Stadium,123.0,0.0
361.0,2014.0,Jaipur,Kolkata Knight Riders,Royal Challengers Bangalore,Royal Challengers Bangalore,,Arun Jaitley Stadium,186.0,1.0
,,,Mumbai Indians,,,Virat Kohli,,204.0,1.0
363.0,2009.0,Bangalore,Mumbai Indians,Gujarat Titans,Gujarat Titans,KL Rahul,M Chinnaswamy Stadium,127.0,6.0
364.0,2019.0,Kolkata,Rajasthan Royals,Royal Challengers Bangalore,,Chris Gayle,Eden Gardens,234.0,2.0
365.0,2017.0,Ahmedabad,Mumbai Indians,Kolkata Knight Riders,Kolkata Knight Riders,Jasprit Bumrah,M Chinnaswamy Stadium,135.0,1.0
366.0,2012.0,Jaipur,Delhi Capitals,Rajasthan Royals,Delhi Capitals,Jasprit Bumrah,MA Chidambaram Stadium,259.0,0.0
367.0,2023.0,,Rajasthan Royals,Sunrisers Hyderabad,Sunrisers Hyderabad,Rashid Khan,Arun Jaitley Stadium,202.0,6.0
368.0,2008.0,Hyderabad,,Royal Challengers Bangalore,,MS Dhoni,Narendra Modi Stadium,191.0,0.0
369.0,2015.0,Bangalore,,Sunrisers Hyderabad,Gujarat Titans,AB de Villiers,Rajiv Gandhi Intl Stadium,181.0,4.0
370.0,2015.0,Jaipur,,Mumbai Indians,Mumbai Indians,Rohit Sharma,MA Chidambaram Stadium,180.0,9.0
371.0,2008.0,Hyderabad,Sunrisers Hyderabad,Lucknow Super Giants,Sunrisers Hyderabad,Rashid Khan,MA Chidambaram Stadium,246.0,8.0
,2023.0,Mumbai,Delhi Capitals,Royal Challengers Bangalore,Delhi Capitals,MS Dhoni,MA Chidambaram Stadium,176.0,0.0
373.0,2008.0,Hyderabad,Lucknow Super Giants,Gujarat Titans,Lucknow Super Giants,Rohit Sharma,Eden Gardens,,5.0
374.0,,Bangalore,Mumbai Indians,Lucknow Super Giants,Mumbai Indians,Jasprit Bumrah,Narendra Modi Stadium,213.0,1.0
,2011.0,Hyderabad,Sunrisers Hyderabad,Rajasthan Royals,Rajasthan Royals,David Warner,MA Chidambaram Stadium,160.0,6.0
376.0,2013.0,Hyderabad,Gujarat Titans,Sunrisers Hyderabad,Gujarat Titans,Rashid Khan,Narendra Modi Stadium,164.0,6.0
377.0,2012.0,Bangalore,Delhi Capitals,Lucknow Super Giants,Delhi Capitals,,M Chinnaswamy Stadium,128.0,2.0
,2011.0,Ahmedabad,Sunrisers Hyderabad,Kolkata Knight Riders,Sunrisers Hyderabad,David Warner,Rajiv Gandhi Intl Stadium,139.0,
379.0,2013.0,Chennai,Sunrisers Hyderabad,,Lucknow Super Giants,Hardik Pandya,Wankhede Stadium,187.0,3.0
380.0,2019.0,Delhi,Kolkata Knight Riders,Chennai Super Kings,Kolkata Knight Riders,MS Dhoni,Wankhede Stadium,218.0,7.0
381.0,2021.0,Ahmedabad,Rajasthan Royals,Royal Challengers Bangalore,,David Warner,,216.0,1.0
382.0,2013.0,Ahmedabad,Gujarat Titans,Kolkata Knight Riders,Gujarat Titans,MS Dhoni,Eden Gardens,125.0,5.0
383.0,2010.0,Hyderabad,,Chennai Super Kings,Delhi Capitals,KL Rahul,MA Chidambaram Stadium,139.0,8.0
384.0,2023.0,Mumbai,Chennai Super Kings,Sunrisers Hyderabad,Sunrisers Hyderabad,,Arun Jaitley Stadium,231.0,2.0
,2018.0,Kolkata,,Chennai Super Kings,Mumbai Indians,KL Rahul,Rajiv Gandhi Intl Stadium,258.0,4.0
386.0,2015.0,Chennai,Delhi Capitals,Lucknow Super Giants,Delhi Capitals,KL Rahul,Arun Jaitley Stadium,260.0,
387.0,2019.0,Mumbai,Royal Challengers Bangalore,Mumbai Indians,Mumbai Indians,Virat Kohli,Eden Gardens,242.0,3.0
388.0,2014.0,Bangalore,Chennai Super Kings,Mumbai Indians,Mumbai Indians,Virat Kohli,M Chinnaswamy Stadium,,4.0
,2023.0,Delhi,Rajasthan Royals,Gujarat Titans,Rajasthan Royals,Jasprit Bumrah,M Chinnaswamy Stadium,167.0,5.0
390.0,2013.0,Ahmedabad,Rajasthan Royals,Sunrisers Hyderabad,Rajasthan Royals,Chris Gayle,,239.0,4.0
391.0,2009.0,Bangalore,Kolkata Knight Riders,Delhi Capitals,Kolkata Knight Riders,Virat Kohli,Rajiv Gandhi Intl Stadium,208.0,8.0
392.0,2009.0,Jaipur,Rajasthan Royals,Kolkata Knight Riders,,Jasprit Bumrah,,241.0,9.0
393.0,2017.0,Chennai,,Gujarat Titans,Gujarat Titans,MS Dhoni,Arun Jaitley Stadium,252.0,9.0
394.0,2022.0,Bangalore,Royal Challengers Bangalore,Chennai Super Kings,Royal Challengers Bangalore,AB de Villiers,Narendra Modi Stadium,169.0,
,,Jaipur,Mumbai Indians,Rajasthan Royals,Mumbai Indians,Rohit Sharma,Narendra Modi Stadium,186.0,5.0
396.0,2020.0,Jaipur,Chennai Super Kings,Lucknow Super Giants,Lucknow Super Giants,Chris Gayle,Arun Jaitley Stadium,237.0,
397.0,2011.0,Jaipur,Lucknow Super Giants,Rajasthan Royals,Lucknow Super Giants,Rohit Sharma,Arun Jaitley Stadium,145.0,1.0
398.0,2019.0,Jaipur,Chennai Super Kings,Delhi Capitals,Delhi Capitals,KL Rahul,Rajiv Gandhi Intl Stadium,244.0,9.0
399.0,2013.0,Delhi,Gujarat Titans,Mumbai Indians,,Rohit Sharma,Arun Jaitley Stadium,222.0,0.0
400.0,2015.0,Mumbai,Rajasthan Royals,Sunrisers Hyderabad,Sunrisers Hyderabad,Chris Gayle,Eden Gardens,125.0,5.0
401.0,2016.0,Ahmedabad,,Lucknow Super Giants,Delhi Capitals,AB de Villiers,MA Chidambaram Stadium,196.0,7.0
402.0,2021.0,Chennai,Sunrisers Hyderabad,Delhi Capitals,Sunrisers Hyderabad,Hardik Pandya,,224.0,7.0
403.0,2009.0,Bangalore,Lucknow Super Giants,Sunrisers Hyderabad,Lucknow Super Giants,Chris Gayle,Rajiv Gandhi Intl Stadium,,6.0
404.0,2013.0,Kolkata,Royal Challengers Bangalore,Mumbai Indians,Royal Challengers Bangalore,MS Dhoni,MA Chidambaram Stadium,128.0,7.0
405.0,2014.0,Delhi,Mumbai Indians,Sunrisers Hyderabad,Sunrisers Hyderabad,Hardik Pandya,Arun Jaitley Stadium,221.0,
406.0,2015.0,Hyderabad,Chennai Super Kings,Mumbai Indians,Mumbai Indians,Rashid Khan,M Chinnaswamy Stadium,165.0,7.0
,2019.0,Bangalore,Lucknow Super Giants,Sunrisers Hyderabad,Sunrisers Hyderabad,,Eden Gardens,127.0,6.0
408.0,2014.0,Kolkata,,Royal Challengers Bangalore,Mumbai Indians,AB de Villiers,Eden Gardens,224.0,8.0
,2023.0,Bangalore,Mumbai Indians,,Mumbai Indians,Rashid Khan,Narendra Modi Stadium,122.0,3.0
,2016.0,Jaipur,Delhi Capitals,Lucknow Super Giants,Lucknow Super Giants,David Warner,M Chinnaswamy Stadium,184.0,3.0
411.0,2024.0,Jaipur,Gujarat Titans,,Gujarat Titans,MS Dhoni,Arun Jaitley Stadium,215.0,8.0
412.0,,Ahmedabad,Delhi Capitals,Lucknow Super Giants,Delhi Capitals,David Warner,Eden Gardens,203.0,4.0
413.0,2014.0,Bangalore,,Lucknow Super Giants,Delhi Capitals,MS Dhoni,,223.0,
414.0,2008.0,Ahmedabad,Sunrisers Hyderabad,,Royal Challengers Bangalore,,M Chinnaswamy Stadium,,6.0
415.0,2018.0,Kolkata,Mumbai Indians,Kolkata Knight Riders,Kolkata Knight Riders,David Warner,Arun Jaitley Stadium,196.0,2.0
,2017.0,Chennai,Lucknow Super Giants,Royal Challengers Bangalore,Royal Challengers Bangalore,Rohit Sharma,Rajiv Gandhi Intl Stadium,186.0,8.0
417.0,2010.0,Kolkata,,Sunrisers Hyderabad,Sunrisers Hyderabad,AB de Villiers,Rajiv Gandhi Intl Stadium,198.0,6.0
418.0,2016.0,Delhi,Sunrisers Hyderabad,Lucknow Super Giants,Lucknow Super Giants,Virat Kohli,M Chinnaswamy Stadium,133.0,10.0
419.0,2014.0,Chennai,Chennai Super Kings,Gujarat Titans,Gujarat Titans,Jasprit Bumrah,Eden Gardens,225.0,0.0
420.0,2014.0,Hyderabad,Royal Challengers Bangalore,Lucknow Super Giants,Lucknow Super Giants,Rashid Khan,,156.0,5.0
421.0,2023.0,Hyderabad,Royal Challengers Bangalore,Chennai Super Kings,Royal Challengers Bangalore,David Warner,Rajiv Gandhi Intl Stadium,134.0,0.0
422.0,2014.0,,,Delhi Capitals,Gujarat Titans,Hardik Pandya,Narendra Modi Stadium,142.0,2.0
423.0,2020.0,Jaipur,Rajasthan Royals,Lucknow Super Giants,Lucknow Super Giants,,Wankhede Stadium,129.0,8.0
424.0,,Hyderabad,Kolkata Knight Riders,Sunrisers Hyderabad,Kolkata Knight Riders,MS Dhoni,Rajiv Gandhi Intl Stadium,,10.0
425.0,2019.0,Delhi,Kolkata Knight Riders,Lucknow Super Giants,Kolkata Knight Riders,Virat Kohli,M Chinnaswamy Stadium,248.0,9.0
426.0,2010.0,Mumbai,Delhi Capitals,Royal Challengers Bangalore,Royal Challengers Bangalore,Chris Gayle,M Chinnaswamy Stadium,253.0,9.0
427.0,2021.0,Bangalore,Lucknow Super Giants,,,Hardik Pandya,,168.0,
428.0,2015.0,Kolkata,Rajasthan Royals,Mumbai Indians,Rajasthan Royals,AB de Villiers,Rajiv Gandhi Intl Stadium,125.0,9.0
429.0,2011.0,Hyderabad,Lucknow Super Giants,Royal Challengers Bangalore,,KL Rahul,,185.0,8.0
430.0,2011.0,,Mumbai Indians,Lucknow Super Giants,,Virat Kohli,M Chinnaswamy Stadium,233.0,6.0
431.0,,Bangalore,Chennai Super Kings,Delhi Capitals,Chennai Super Kings,,Eden Gardens,227.0,10.0
432.0,2012.0,Jaipur,Chennai Super Kings,,Chennai Super Kings,Jasprit Bumrah,Rajiv Gandhi Intl Stadium,,4.0
433.0,2023.0,Kolkata,Chennai Super Kings,,Chennai Super Kings,,Narendra Modi Stadium,253.0,3.0
434.0,2017.0,Bangalore,Sunrisers Hyderabad,Rajasthan Royals,Sunrisers Hyderabad,Jasprit Bumrah,M Chinnaswamy Stadium,173.0,7.0
435.0,2008.0,Mumbai,Sunrisers Hyderabad,Kolkata Knight Riders,Sunrisers Hyderabad,Virat Kohli,Narendra Modi Stadium,246.0,2.0
436.0,2011.0,,Chennai Super Kings,Lucknow Super Giants,Chennai Super Kings,Hardik Pandya,Eden Gardens,187.0,
437.0,2013.0,Mumbai,Mumbai Indians,Chennai Super Kings,Chennai Super Kings,,Narendra Modi Stadium,200.0,6.0
438.0,,Mumbai,Chennai Super Kings,Lucknow Super Giants,Chennai Super Kings,Rohit Sharma,Eden Gardens,211.0,7.0
439.0,,Hyderabad,,Chennai Super Kings,Delhi Capitals,,M Chinnaswamy Stadium,222.0,7.0
440.0,2023.0,Jaipur,Delhi Capitals,Rajasthan Royals,Delhi Capitals,Virat Kohli,MA Chidambaram Stadium,135.0,2.0
,2023.0,Ahmedabad,Chennai Super Kings,Rajasthan Royals,Chennai Super Kings,,M Chinnaswamy Stadium,211.0,9.0
442.0,2023.0,Ahmedabad,Mumbai Indians,Royal Challengers Bangalore,Mumbai Indians,KL Rahul,M Chinnaswamy Stadium,131.0,1.0
443.0,2008.0,Kolkata,,Sunrisers Hyderabad,Sunrisers Hyderabad,Jasprit Bumrah,Arun Jaitley Stadium,144.0,6.0
444.0,2019.0,Jaipur,Kolkata Knight Riders,Gujarat Titans,Kolkata Knight Riders,Jasprit Bumrah,Arun Jaitley Stadium,133.0,0.0
445.0,2023.0,Bangalore,Royal Challengers Bangalore,Gujarat Titans,Royal Challengers Bangalore,Hardik Pandya,Eden Gardens,181.0,
446.0,2024.0,Kolkata,Delhi Capitals,Mumbai Indians,Mumbai Indians,KL Rahul,,180.0,
447.0,2022.0,Chennai,,Lucknow Super Giants,Lucknow Super Giants,Hardik Pandya,Eden Gardens,150.0,
448.0,2020.0,Jaipur,Mumbai Indians,Chennai Super Kings,Mumbai Indians,Jasprit Bumrah,Arun Jaitley Stadium,120.0,1.0
449.0,2022.0,Hyderabad,Delhi Capitals,Kolkata Knight Riders,Kolkata Knight Riders,MS Dhoni,,177.0,7.0
450.0,,Ahmedabad,Sunrisers Hyderabad,Gujarat Titans,,Virat Kohli,Narendra Modi Stadium,176.0,0.0
,2017.0,Hyderabad,Sunrisers Hyderabad,Lucknow Super Giants,Sunrisers Hyderabad,MS Dhoni,MA Chidambaram Stadium,246.0,2.0
452.0,2016.0,Kolkata,Rajasthan Royals,Chennai Super Kings,Rajasthan Royals,Virat Kohli,Narendra Modi Stadium,,3.0
453.0,2018.0,Chennai,Gujarat Titans,Kolkata Knight Riders,Kolkata Knight Riders,MS Dhoni,Rajiv Gandhi Intl Stadium,151.0,7.0
454.0,2023.0,Mumbai,Gujarat Titans,,Gujarat Titans,Jasprit Bumrah,M Chinnaswamy Stadium,243.0,8.0
455.0,2012.0,Chennai,Royal Challengers Bangalore,Lucknow Super Giants,Lucknow Super Giants,Rashid Khan,Arun Jaitley Stadium,202.0,
456.0,2015.0,,Rajasthan Royals,,Lucknow Super Giants,David Warner,Eden Gardens,235.0,2.0
457.0,2024.0,Delhi,Royal Challengers Bangalore,Rajasthan Royals,Rajasthan Royals,Jasprit Bumrah,,175.0,3.0
458.0,2019.0,Bangalore,Kolkata Knight Riders,Delhi Capitals,Kolkata Knight Riders,Jasprit Bumrah,Arun Jaitley Stadium,202.0,1.0
459.0,2021.0,Delhi,Sunrisers Hyderabad,,Gujarat Titans,MS Dhoni,Arun Jaitley Stadium,147.0,0.0
460.0,,,Rajasthan Royals,Royal Challengers Bangalore,Rajasthan Royals,Chris Gayle,Narendra Modi Stadium,161.0,4.0
461.0,2009.0,Delhi,,Royal Challengers Bangalore,Delhi Capitals,Jasprit Bumrah,,211.0,7.0
,2020.0,Kolkata,Chennai Super Kings,Kolkata Knight Riders,,,M Chinnaswamy Stadium,219.0,6.0
463.0,2008.0,Delhi,Sunrisers Hyderabad,Mumbai Indians,Sunrisers Hyderabad,Rashid Khan,Narendra Modi Stadium,233.0,3.0
464.0,2014.0,Delhi,Sunrisers Hyderabad,Kolkata Knight Riders,Kolkata Knight Riders,Rohit Sharma,Rajiv Gandhi Intl Stadium,139.0,2.0
465.0,2020.0,Mumbai,Royal Challengers Bangalore,Chennai Super Kings,Chennai Super Kings,Chris Gayle,Arun Jaitley Stadium,187.0,2.0
466.0,2008.0,Hyderabad,Royal Challengers Bangalore,Delhi Capitals,Delhi Capitals,Rohit Sharma,Wankhede Stadium,159.0,5.0
467.0,2023.0,Hyderabad,Mumbai Indians,Delhi Capitals,Mumbai Indians,David Warner,Arun Jaitley Stadium,,2.0
468.0,2024.0,Bangalore,Lucknow Super Giants,Chennai Super Kings,Chennai Super Kings,Jasprit Bumrah,Arun Jaitley Stadium,223.0,1.0
469.0,,Hyderabad,,Kolkata Knight Riders,Kolkata Knight Riders,David Warner,Eden Gardens,175.0,9.0
470.0,2008.0,,Lucknow Super Giants,,Gujarat Titans,Hardik Pandya,MA Chidambaram Stadium,182.0,0.0
471.0,2011.0,Jaipur,Sunrisers Hyderabad,Rajasthan Royals,Rajasthan Royals,Jasprit Bumrah,Rajiv Gandhi Intl Stadium,192.0,
472.0,2024.0,,Lucknow Super Giants,Sunrisers Hyderabad,Sunrisers Hyderabad,MS Dhoni,Eden Gardens,169.0,5.0
473.0,,,Lucknow Super Giants,Chennai Super Kings,Lucknow Super Giants,,MA Chidambaram Stadium,174.0,10.0
474.0,2014.0,Jaipur,Rajasthan Royals,Chennai Super Kings,Rajasthan Royals,Rohit Sharma,,237.0,5.0
475.0,2010.0,Mumbai,Mumbai Indians,Chennai Super Kings,Mumbai Indians,Chris Gayle,Arun Jaitley Stadium,138.0,
,2021.0,Jaipur,Kolkata Knight Riders,Delhi Capitals,Delhi Capitals,,M Chinnaswamy Stadium,200.0,0.0
477.0,2008.0,Chennai,,Chennai Super Kings,Rajasthan Royals,Virat Kohli,Eden Gardens,248.0,1.0
478.0,2010.0,Delhi,Delhi Capitals,Lucknow Super Giants,Lucknow Super Giants,KL Rahul,M Chinnaswamy Stadium,127.0,7.0
479.0,2012.0,Jaipur,Royal Challengers Bangalore,Kolkata Knight Riders,Kolkata Knight Riders,Rohit Sharma,Eden Gardens,215.0,0.0
480.0,2011.0,Mumbai,Lucknow Super Giants,Royal Challengers Bangalore,Lucknow Super Giants,Rashid Khan,Arun Jaitley Stadium,,8.0
481.0,2017.0,Kolkata,Lucknow Super Giants,Chennai Super Kings,Chennai Super Kings,,M Chinnaswamy Stadium,251.0,2.0
482.0,2015.0,Delhi,Royal Challengers Bangalore,Lucknow Super Giants,Royal Challengers Bangalore,Virat Kohli,MA Chidambaram Stadium,133.0,8.0
483.0,2017.0,Chennai,Gujarat Titans,Chennai Super Kings,Chennai Super Kings,Virat Kohli,MA Chidambaram Stadium,244.0,5.0
484.0,2015.0,Chennai,Sunrisers Hyderabad,Royal Challengers Bangalore,Royal Challengers Bangalore,,Wankhede Stadium,169.0,5.0
485.0,,Delhi,,Lucknow Super Giants,Gujarat Titans,Rashid Khan,Arun Jaitley Stadium,213.0,5.0
,2008.0,Hyderabad,Rajasthan Royals,Royal Challengers Bangalore,Rajasthan Royals,AB de Villiers,Rajiv Gandhi Intl Stadium,231.0,4.0
487.0,2018.0,Ahmedabad,Sunrisers Hyderabad,Royal Challengers Bangalore,Royal Challengers Bangalore,Hardik Pandya,Eden Gardens,198.0,7.0
488.0,2013.0,Chennai,Lucknow Super Giants,Chennai Super Kings,Chennai Super Kings,Rohit Sharma,Arun Jaitley Stadium,,4.0
489.0,2008.0,Mumbai,Chennai Super Kings,Lucknow Super Giants,Lucknow Super Giants,Rashid Khan,MA Chidambaram Stadium,129.0,
490.0,2012.0,Hyderabad,Delhi Capitals,Gujarat Titans,Gujarat Titans,,Narendra Modi Stadium,194.0,2.0
,2020.0,Hyderabad,Gujarat Titans,Chennai Super Kings,,,Narendra Modi Stadium,162.0,8.0
,2013.0,Bangalore,Royal Challengers Bangalore,Gujarat Titans,Royal Challengers Bangalore,Hardik Pandya,Eden Gardens,130.0,3.0
493.0,2010.0,Delhi,Gujarat Titans,Kolkata Knight Riders,,AB de Villiers,Wankhede Stadium,172.0,8.0
494.0,2023.0,Ahmedabad,Sunrisers Hyderabad,,Sunrisers Hyderabad,MS Dhoni,Rajiv Gandhi Intl Stadium,202.0,1.0
495.0,,Bangalore,Lucknow Super Giants,Delhi Capitals,Delhi Capitals,KL Rahul,Eden Gardens,139.0,8.0
,2015.0,Jaipur,Delhi Capitals,Rajasthan Royals,Rajasthan Royals,David Warner,M Chinnaswamy Stadium,243.0,9.0
497.0,2022.0,Bangalore,Mumbai Indians,Royal Challengers Bangalore,Mumbai Indians,Virat Kohli,Arun Jaitley Stadium,191.0,3.0
,2013.0,Hyderabad,Royal Challengers Bangalore,Lucknow Super Giants,Royal Challengers Bangalore,AB de Villiers,M Chinnaswamy Stadium,204.0,1.0
499.0,,Kolkata,Gujarat Titans,Lucknow Super Giants,,KL Rahul,Wankhede Stadium,182.0,0.0
500.0,2012.0,Mumbai,Royal Challengers Bangalore,,Royal Challengers Bangalore,MS Dhoni,MA Chidambaram Stadium,186.0,2.0